STUSAB,GEOID,GEOCODE,state,county,tract,total_population_2020,incarcerated_2020
TX,1400000US48121020404,48121020404,48,121,020404,4822,0
TX,1400000US48121020405,48121020405,48,121,020405,4681,0
TX,1400000US48121020504,48121020504,48,121,020504,3959,0
TX,1400000US48121020505,48121020505,48,121,020505,7637,0
TX,1400000US48121020506,48121020506,48,121,020506,1964,0
TX,1400000US48121020507,48121020507,48,121,020507,3479,0
TX,1400000US48121020508,48121020508,48,121,020508,2408,0
TX,1400000US48121020601,48121020601,48,121,020601,5306,0
TX,1400000US48121020603,48121020603,48,121,020603,3469,0
TX,1400000US48121020604,48121020604,48,121,020604,4055,0
TX,1400000US48121020605,48121020605,48,121,020605,2680,0
TX,1400000US48121020700,48121020700,48,121,020700,3543,0
TX,1400000US48121020800,48121020800,48,121,020800,6022,0
TX,1400000US48121020900,48121020900,48,121,020900,3717,0
TX,1400000US48121021000,48121021000,48,121,021000,5633,0
TX,1400000US48121021100,48121021100,48,121,021100,3468,0
TX,1400000US48121021202,48121021202,48,121,021202,4060,529
TX,1400000US48121021203,48121021203,48,121,021203,3798,0
TX,1400000US48121021204,48121021204,48,121,021204,3626,0
TX,1400000US48121021301,48121021301,48,121,021301,3966,0
TX,1400000US48121021304,48121021304,48,121,021304,6440,0
TX,1400000US48121021305,48121021305,48,121,021305,3801,0
TX,1400000US48121021306,48121021306,48,121,021306,3116,0
TX,1400000US48121021307,48121021307,48,121,021307,4922,0
TX,1400000US48121021410,48121021410,48,121,021410,4580,0
TX,1400000US48121021411,48121021411,48,121,021411,7284,0
TX,1400000US48121021412,48121021412,48,121,021412,6183,0
TX,1400000US48121021413,48121021413,48,121,021413,2841,0
TX,1400000US48121021414,48121021414,48,121,021414,4853,0
TX,1400000US48121021415,48121021415,48,121,021415,9881,0
TX,1400000US48121021416,48121021416,48,121,021416,4491,0
TX,1400000US48121021417,48121021417,48,121,021417,2615,0
TX,1400000US48121021418,48121021418,48,121,021418,4187,0
TX,1400000US48121021419,48121021419,48,121,021419,4699,0
TX,1400000US48121021420,48121021420,48,121,021420,3234,0
TX,1400000US48121021421,48121021421,48,121,021421,3895,0
TX,1400000US48121021422,48121021422,48,121,021422,5070,0
TX,1400000US48121021423,48121021423,48,121,021423,3606,0
TX,1400000US48121021502,48121021502,48,121,021502,4726,0
TX,1400000US48121021505,48121021505,48,121,021505,6135,0
TX,1400000US48121021512,48121021512,48,121,021512,4747,0
TX,1400000US48121021513,48121021513,48,121,021513,3739,0
TX,1400000US48121021514,48121021514,48,121,021514,4238,0
TX,1400000US48121021516,48121021516,48,121,021516,6585,0
TX,1400000US48121021517,48121021517,48,121,021517,4461,0
TX,1400000US48121021518,48121021518,48,121,021518,2884,0
TX,1400000US48121021520,48121021520,48,121,021520,3527,0
TX,1400000US48121021521,48121021521,48,121,021521,4044,0
TX,1400000US48121021522,48121021522,48,121,021522,4364,0
TX,1400000US48121021526,48121021526,48,121,021526,8280,0
TX,1400000US48121021528,48121021528,48,121,021528,2635,0
TX,1400000US48121021529,48121021529,48,121,021529,4845,0
TX,1400000US48121021530,48121021530,48,121,021530,3754,0
TX,1400000US48121021531,48121021531,48,121,021531,4887,0
TX,1400000US48121021532,48121021532,48,121,021532,4105,0
TX,1400000US48121021533,48121021533,48,121,021533,6188,0
TX,1400000US48121021534,48121021534,48,121,021534,6302,0
TX,1400000US48121021535,48121021535,48,121,021535,3809,0
TX,1400000US48121021536,48121021536,48,121,021536,6529,0
TX,1400000US48121021537,48121021537,48,121,021537,5374,0
TX,1400000US48121021538,48121021538,48,121,021538,6745,0
TX,1400000US48121021539,48121021539,48,121,021539,8624,0
TX,1400000US48121021540,48121021540,48,121,021540,7330,0
TX,1400000US48121021611,48121021611,48,121,021611,4424,0
TX,1400000US48121021612,48121021612,48,121,021612,3770,0
TX,1400000US48121021613,48121021613,48,121,021613,5579,0
TX,1400000US48121021614,48121021614,48,121,021614,3650,0
TX,1400000US48121021615,48121021615,48,121,021615,4692,0
TX,1400000US48121021616,48121021616,48,121,021616,4626,0
TX,1400000US48121021618,48121021618,48,121,021618,4351,0
TX,1400000US48121021619,48121021619,48,121,021619,3182,0
TX,1400000US48121021620,48121021620,48,121,021620,3859,0
TX,1400000US48121021621,48121021621,48,121,021621,3634,0
TX,1400000US48121021622,48121021622,48,121,021622,6092,0
TX,1400000US48121021626,48121021626,48,121,021626,2434,0
TX,1400000US48121021630,48121021630,48,121,021630,5457,0
TX,1400000US48121021631,48121021631,48,121,021631,5302,0
TX,1400000US48121021632,48121021632,48,121,021632,3548,0
TX,1400000US48121021633,48121021633,48,121,021633,4261,0
TX,1400000US48121021634,48121021634,48,121,021634,5215,0
TX,1400000US48121021635,48121021635,48,121,021635,4550,0
TX,1400000US48121021637,48121021637,48,121,021637,4215,0
TX,1400000US48121021638,48121021638,48,121,021638,4048,0
TX,1400000US48121021639,48121021639,48,121,021639,3403,0
TX,1400000US48121021640,48121021640,48,121,021640,3132,0
TX,1400000US48121021641,48121021641,48,121,021641,3656,0
TX,1400000US48121021642,48121021642,48,121,021642,3468,0
TX,1400000US48121021643,48121021643,48,121,021643,4919,0
TX,1400000US48121021644,48121021644,48,121,021644,2202,0
TX,1400000US48121021645,48121021645,48,121,021645,2083,0
TX,1400000US48121021646,48121021646,48,121,021646,6426,0
TX,1400000US48121021647,48121021647,48,121,021647,4670,0
TX,1400000US48121021648,48121021648,48,121,021648,3104,0
TX,1400000US48121021649,48121021649,48,121,021649,3406,0
TX,1400000US48121021650,48121021650,48,121,021650,5354,0
TX,1400000US48121021651,48121021651,48,121,021651,6584,0
TX,1400000US48121021652,48121021652,48,121,021652,4283,0
TX,1400000US48121021653,48121021653,48,121,021653,2824,0
TX,1400000US48121021654,48121021654,48,121,021654,3855,0
TX,1400000US48121021655,48121021655,48,121,021655,2323,0
TX,1400000US48121021715,48121021715,48,121,021715,4722,0
TX,1400000US48121021716,48121021716,48,121,021716,5550,0
TX,1400000US48121021717,48121021717,48,121,021717,5438,0
TX,1400000US48121021719,48121021719,48,121,021719,5240,0
TX,1400000US48121021720,48121021720,48,121,021720,3187,0
TX,1400000US48121021721,48121021721,48,121,021721,3680,0
TX,1400000US48121021722,48121021722,48,121,021722,4150,0
TX,1400000US48121021723,48121021723,48,121,021723,1476,0
TX,1400000US48121021724,48121021724,48,121,021724,4250,0
TX,1400000US48121021725,48121021725,48,121,021725,3565,0
TX,1400000US48121021726,48121021726,48,121,021726,3107,0
TX,1400000US48121021727,48121021727,48,121,021727,5383,0
TX,1400000US48121021728,48121021728,48,121,021728,3693,0
TX,1400000US48121021729,48121021729,48,121,021729,3012,0
TX,1400000US48121021730,48121021730,48,121,021730,3625,0
TX,1400000US48121021731,48121021731,48,121,021731,3462,0
TX,1400000US48121021732,48121021732,48,121,021732,2524,0
TX,1400000US48121021733,48121021733,48,121,021733,3244,0
TX,1400000US48121021734,48121021734,48,121,021734,3569,0
TX,1400000US48121021735,48121021735,48,121,021735,3346,0
TX,1400000US48121021736,48121021736,48,121,021736,2527,0
TX,1400000US48121021737,48121021737,48,121,021737,4908,0
TX,1400000US48121021738,48121021738,48,121,021738,3382,0
TX,1400000US48121021739,48121021739,48,121,021739,3596,0
TX,1400000US48121021740,48121021740,48,121,021740,5195,0
TX,1400000US48121021741,48121021741,48,121,021741,1948,0
TX,1400000US48121021742,48121021742,48,121,021742,6441,0
TX,1400000US48121021743,48121021743,48,121,021743,3689,0
TX,1400000US48121021744,48121021744,48,121,021744,3781,0
TX,1400000US48121021745,48121021745,48,121,021745,5924,0
TX,1400000US48121021746,48121021746,48,121,021746,4365,0
TX,1400000US48121021748,48121021748,48,121,021748,4254,0
TX,1400000US48121021749,48121021749,48,121,021749,3347,0
TX,1400000US48121021750,48121021750,48,121,021750,5127,0
TX,1400000US48121021751,48121021751,48,121,021751,4734,0
TX,1400000US48121021752,48121021752,48,121,021752,4851,0
TX,1400000US48121021754,48121021754,48,121,021754,4029,0
TX,1400000US48121021755,48121021755,48,121,021755,9181,0
TX,1400000US48121021756,48121021756,48,121,021756,4222,0
TX,1400000US48121021757,48121021757,48,121,021757,3192,0
TX,1400000US48121021758,48121021758,48,121,021758,3580,0
TX,1400000US48121021759,48121021759,48,121,021759,2164,0
TX,1400000US48121021800,48121021800,48,121,021800,4218,0
TX,1400000US48121021900,48121021900,48,121,021900,5762,0
TX,1400000US48123970100,48123970100,48,123,970100,3937,0
TX,1400000US48123970201,48123970201,48,123,970201,1749,1130
TX,1400000US48123970202,48123970202,48,123,970202,3235,0
TX,1400000US48123970300,48123970300,48,123,970300,4482,134
TX,1400000US48123970400,48123970400,48,123,970400,3870,0
TX,1400000US48123970500,48123970500,48,123,970500,2551,0
TX,1400000US48125950300,48125950300,48,125,950300,1770,2
TX,1400000US48127950201,48127950201,48,127,950201,4735,0
TX,1400000US48127950202,48127950202,48,127,950202,2357,128
TX,1400000US48127950400,48127950400,48,127,950400,1523,0
TX,1400000US48129950200,48129950200,48,129,950200,1926,5
TX,1400000US48129950300,48129950300,48,129,950300,1332,0
TX,1400000US48131950100,48131950100,48,131,950100,4664,588
TX,1400000US48131950200,48131950200,48,131,950200,2887,0
TX,1400000US48131950500,48131950500,48,131,950500,2280,0
TX,1400000US48133950100,48133950100,48,133,950100,2760,0
TX,1400000US48133950201,48133950201,48,133,950201,1064,0
TX,1400000US48133950202,48133950202,48,133,950202,4723,34
TX,1400000US48133950301,48133950301,48,133,950301,3605,0
TX,1400000US48133950302,48133950302,48,133,950302,1590,0
TX,1400000US48133950400,48133950400,48,133,950400,1770,0
TX,1400000US48133950500,48133950500,48,133,950500,2213,0
TX,1400000US48135000100,48135000100,48,135,000100,3790,0
TX,1400000US48135000300,48135000300,48,135,000300,1885,0
TX,1400000US48135000400,48135000400,48,135,000400,4394,0
TX,1400000US48135000500,48135000500,48,135,000500,4473,0
TX,1400000US48135000600,48135000600,48,135,000600,5518,0
TX,1400000US48135000700,48135000700,48,135,000700,4653,0
TX,1400000US48135000800,48135000800,48,135,000800,3837,0
TX,1400000US48135001000,48135001000,48,135,001000,4465,0
TX,1400000US48135001100,48135001100,48,135,001100,6877,0
TX,1400000US48135001300,48135001300,48,135,001300,4867,0
TX,1400000US48135001500,48135001500,48,135,001500,4548,0
TX,1400000US48135001600,48135001600,48,135,001600,5869,0
TX,1400000US48135001700,48135001700,48,135,001700,5825,0
TX,1400000US48135001800,48135001800,48,135,001800,3666,0
TX,1400000US48135001900,48135001900,48,135,001900,5164,0
TX,1400000US48135002000,48135002000,48,135,002000,3337,0
TX,1400000US48135002200,48135002200,48,135,002200,4705,0
TX,1400000US48135002300,48135002300,48,135,002300,3478,0
TX,1400000US48135002400,48135002400,48,135,002400,5117,0
TX,1400000US48135002501,48135002501,48,135,002501,10841,0
TX,1400000US48135002502,48135002502,48,135,002502,6442,0
TX,1400000US48135002503,48135002503,48,135,002503,5216,0
TX,1400000US48135002701,48135002701,48,135,002701,7484,0
TX,1400000US48135002702,48135002702,48,135,002702,6561,0
TX,1400000US48135002801,48135002801,48,135,002801,7027,0
TX,1400000US48135002803,48135002803,48,135,002803,5516,0
TX,1400000US48135002804,48135002804,48,135,002804,6752,0
TX,1400000US48135002900,48135002900,48,135,002900,3397,0
TX,1400000US48135003001,48135003001,48,135,003001,1240,0
TX,1400000US48135003002,48135003002,48,135,003002,4672,0
TX,1400000US48135003003,48135003003,48,135,003003,4602,782
TX,1400000US48135003004,48135003004,48,135,003004,5478,0
TX,1400000US48135003100,48135003100,48,135,003100,3475,0
TX,1400000US48137950300,48137950300,48,137,950300,1422,16
TX,1400000US48139060103,48139060103,48,139,060103,4681,0
TX,1400000US48139060104,48139060104,48,139,060104,3885,0
TX,1400000US48139060105,48139060105,48,139,060105,4310,0
TX,1400000US48139060106,48139060106,48,139,060106,3619,0
TX,1400000US48139060206,48139060206,48,139,060206,7461,0
TX,1400000US48139060207,48139060207,48,139,060207,7247,0
TX,1400000US48139060209,48139060209,48,139,060209,5901,0
TX,1400000US48139060211,48139060211,48,139,060211,4062,0
TX,1400000US48139060212,48139060212,48,139,060212,7406,0
TX,1400000US48139060215,48139060215,48,139,060215,3824,0
TX,1400000US48139060216,48139060216,48,139,060216,7922,0
TX,1400000US48139060217,48139060217,48,139,060217,8698,0
TX,1400000US48139060218,48139060218,48,139,060218,2768,0
TX,1400000US48139060219,48139060219,48,139,060219,4929,0
TX,1400000US48139060220,48139060220,48,139,060220,3941,0
TX,1400000US48139060221,48139060221,48,139,060221,7591,0
TX,1400000US48139060300,48139060300,48,139,060300,4221,0
TX,1400000US48139060400,48139060400,48,139,060400,5272,275
TX,1400000US48139060500,48139060500,48,139,060500,3350,0
TX,1400000US48139060601,48139060601,48,139,060601,5171,0
TX,1400000US48139060602,48139060602,48,139,060602,4603,0
TX,1400000US48139060702,48139060702,48,139,060702,5837,0
TX,1400000US48139060704,48139060704,48,139,060704,4815,0
TX,1400000US48139060801,48139060801,48,139,060801,10690,0
TX,1400000US48139060802,48139060802,48,139,060802,8744,0
TX,1400000US48139060803,48139060803,48,139,060803,1903,0
TX,1400000US48139060900,48139060900,48,139,060900,7884,0
TX,1400000US48139061000,48139061000,48,139,061000,4538,0
TX,1400000US48139061100,48139061100,48,139,061100,5550,0
TX,1400000US48139061200,48139061200,48,139,061200,2173,0
TX,1400000US48139061300,48139061300,48,139,061300,3627,0
TX,1400000US48139061401,48139061401,48,139,061401,2354,0
TX,1400000US48139061402,48139061402,48,139,061402,5747,0
TX,1400000US48139061500,48139061500,48,139,061500,5682,0
TX,1400000US48139061600,48139061600,48,139,061600,6928,0
TX,1400000US48139061700,48139061700,48,139,061700,5121,0
TX,1400000US48141000106,48141000106,48,141,000106,5829,0
TX,1400000US48141000107,48141000107,48,141,000107,5256,0
TX,1400000US48141000108,48141000108,48,141,000108,3405,0
TX,1400000US48141000109,48141000109,48,141,000109,3562,0
TX,1400000US48141000110,48141000110,48,141,000110,3441,0
TX,1400000US48141000111,48141000111,48,141,000111,2664,0
TX,1400000US48141000112,48141000112,48,141,000112,4222,0
TX,1400000US48141000113,48141000113,48,141,000113,3544,0
TX,1400000US48141000114,48141000114,48,141,000114,3693,0
TX,1400000US48141000204,48141000204,48,141,000204,5359,0
TX,1400000US48141000205,48141000205,48,141,000205,4033,0
TX,1400000US48141000206,48141000206,48,141,000206,4565,0
TX,1400000US48141000207,48141000207,48,141,000207,4791,0
TX,1400000US48141000208,48141000208,48,141,000208,4315,0
TX,1400000US48141000301,48141000301,48,141,000301,5743,0
TX,1400000US48141000302,48141000302,48,141,000302,5388,0
TX,1400000US48141000401,48141000401,48,141,000401,6261,0
TX,1400000US48141000403,48141000403,48,141,000403,3233,0
TX,1400000US48141000404,48141000404,48,141,000404,3024,0
TX,1400000US48141000600,48141000600,48,141,000600,4065,0
TX,1400000US48141000800,48141000800,48,141,000800,5152,0
TX,1400000US48141000901,48141000901,48,141,000901,4351,0
TX,1400000US48141000902,48141000902,48,141,000902,2549,0
TX,1400000US48141001001,48141001001,48,141,001001,2937,0
TX,1400000US48141001002,48141001002,48,141,001002,3391,0
TX,1400000US48141001107,48141001107,48,141,001107,6761,0
TX,1400000US48141001109,48141001109,48,141,001109,4826,0
TX,1400000US48141001110,48141001110,48,141,001110,4998,0
TX,1400000US48141001111,48141001111,48,141,001111,5120,0
TX,1400000US48141001112,48141001112,48,141,001112,4524,0
TX,1400000US48141001114,48141001114,48,141,001114,5179,0
TX,1400000US48141001115,48141001115,48,141,001115,3870,0
TX,1400000US48141001116,48141001116,48,141,001116,2714,0
TX,1400000US48141001117,48141001117,48,141,001117,5877,0
TX,1400000US48141001118,48141001118,48,141,001118,2397,0
TX,1400000US48141001119,48141001119,48,141,001119,3863,0
TX,1400000US48141001202,48141001202,48,141,001202,4862,0
TX,1400000US48141001204,48141001204,48,141,001204,5131,0
TX,1400000US48141001301,48141001301,48,141,001301,3652,0
TX,1400000US48141001302,48141001302,48,141,001302,7087,0
TX,1400000US48141001400,48141001400,48,141,001400,2664,0
TX,1400000US48141001501,48141001501,48,141,001501,4929,0
TX,1400000US48141001502,48141001502,48,141,001502,2627,0
TX,1400000US48141001600,48141001600,48,141,001600,4088,0
TX,1400000US48141001700,48141001700,48,141,001700,1165,583
TX,1400000US48141001800,48141001800,48,141,001800,1156,0
TX,1400000US48141001900,48141001900,48,141,001900,2387,0
TX,1400000US48141002000,48141002000,48,141,002000,2312,0
TX,1400000US48141002100,48141002100,48,141,002100,2084,0
TX,1400000US48141002201,48141002201,48,141,002201,2984,12
TX,1400000US48141002202,48141002202,48,141,002202,3832,0
TX,1400000US48141002300,48141002300,48,141,002300,4154,0
TX,1400000US48141002400,48141002400,48,141,002400,3052,0
TX,1400000US48141002500,48141002500,48,141,002500,5676,0
TX,1400000US48141002600,48141002600,48,141,002600,2838,0
TX,1400000US48141002800,48141002800,48,141,002800,4387,0
TX,1400000US48141002900,48141002900,48,141,002900,1406,0
TX,1400000US48141003000,48141003000,48,141,003000,3547,0
TX,1400000US48141003100,48141003100,48,141,003100,3114,0
TX,1400000US48141003200,48141003200,48,141,003200,2371,0
TX,1400000US48141003300,48141003300,48,141,003300,5338,0
TX,1400000US48141003402,48141003402,48,141,003402,5689,491
TX,1400000US48141003403,48141003403,48,141,003403,5484,0
TX,1400000US48141003404,48141003404,48,141,003404,6263,0
TX,1400000US48141003501,48141003501,48,141,003501,2658,0
TX,1400000US48141003502,48141003502,48,141,003502,4153,0
TX,1400000US48141003601,48141003601,48,141,003601,3878,0
TX,1400000US48141003602,48141003602,48,141,003602,2825,0
TX,1400000US48141003701,48141003701,48,141,003701,4088,0
TX,1400000US48141003702,48141003702,48,141,003702,4132,0
TX,1400000US48141003801,48141003801,48,141,003801,5095,0
TX,1400000US48141003803,48141003803,48,141,003803,3009,0
TX,1400000US48141003804,48141003804,48,141,003804,3393,0
TX,1400000US48141003901,48141003901,48,141,003901,3338,0
TX,1400000US48141003902,48141003902,48,141,003902,2285,0
TX,1400000US48141003904,48141003904,48,141,003904,3193,0
TX,1400000US48141003905,48141003905,48,141,003905,3221,0
TX,1400000US48141004004,48141004004,48,141,004004,5536,0
TX,1400000US48141004005,48141004005,48,141,004005,5785,0
TX,1400000US48141004006,48141004006,48,141,004006,2680,0
TX,1400000US48141004007,48141004007,48,141,004007,3166,0
TX,1400000US48141004008,48141004008,48,141,004008,4469,0
TX,1400000US48141004103,48141004103,48,141,004103,6692,0
TX,1400000US48141004104,48141004104,48,141,004104,6147,0
TX,1400000US48141004105,48141004105,48,141,004105,3305,0
TX,1400000US48141004106,48141004106,48,141,004106,4936,0
TX,1400000US48141004107,48141004107,48,141,004107,1391,0
TX,1400000US48141004201,48141004201,48,141,004201,5583,0
TX,1400000US48141004202,48141004202,48,141,004202,5235,0
TX,1400000US48141004303,48141004303,48,141,004303,5726,0
TX,1400000US48141004307,48141004307,48,141,004307,5378,0
TX,1400000US48141004309,48141004309,48,141,004309,5274,0
TX,1400000US48141004310,48141004310,48,141,004310,4952,0
TX,1400000US48141004311,48141004311,48,141,004311,4490,0
TX,1400000US48141004312,48141004312,48,141,004312,4918,0
TX,1400000US48141004313,48141004313,48,141,004313,3173,0
TX,1400000US48141004314,48141004314,48,141,004314,4841,0
TX,1400000US48141004316,48141004316,48,141,004316,5432,0
TX,1400000US48141004317,48141004317,48,141,004317,3955,0
TX,1400000US48141004318,48141004318,48,141,004318,3569,0
TX,1400000US48141004319,48141004319,48,141,004319,5114,0
TX,1400000US48141004320,48141004320,48,141,004320,2905,0
TX,1400000US48141010101,48141010101,48,141,010101,7514,0
TX,1400000US48141010102,48141010102,48,141,010102,3005,173
TX,1400000US48141010103,48141010103,48,141,010103,4435,0
TX,1400000US48141010203,48141010203,48,141,010203,2858,0
TX,1400000US48141010210,48141010210,48,141,010210,8205,0
TX,1400000US48141010211,48141010211,48,141,010211,2864,0
TX,1400000US48141010212,48141010212,48,141,010212,7594,0
TX,1400000US48141010213,48141010213,48,141,010213,8446,0
TX,1400000US48141010214,48141010214,48,141,010214,6400,0
TX,1400000US48141010217,48141010217,48,141,010217,4921,0
TX,1400000US48141010218,48141010218,48,141,010218,4227,0
TX,1400000US48141010220,48141010220,48,141,010220,6941,0
TX,1400000US48141010222,48141010222,48,141,010222,2026,0
TX,1400000US48141010223,48141010223,48,141,010223,5010,0
TX,1400000US48141010224,48141010224,48,141,010224,5755,0
TX,1400000US48141010225,48141010225,48,141,010225,4983,0
TX,1400000US48141010226,48141010226,48,141,010226,4479,0
TX,1400000US48141010227,48141010227,48,141,010227,3899,0
TX,1400000US48141010228,48141010228,48,141,010228,5416,0
TX,1400000US48141010229,48141010229,48,141,010229,7243,0
TX,1400000US48141010230,48141010230,48,141,010230,2299,0
TX,1400000US48141010231,48141010231,48,141,010231,4053,849
TX,1400000US48141010232,48141010232,48,141,010232,3842,0
TX,1400000US48141010303,48141010303,48,141,010303,3970,0
TX,1400000US48141010307,48141010307,48,141,010307,5952,0
TX,1400000US48141010311,48141010311,48,141,010311,6237,0
TX,1400000US48141010312,48141010312,48,141,010312,3775,0
TX,1400000US48141010316,48141010316,48,141,010316,3835,0
TX,1400000US48141010317,48141010317,48,141,010317,4042,0
TX,1400000US48141010322,48141010322,48,141,010322,5544,0
TX,1400000US48141010323,48141010323,48,141,010323,4255,0
TX,1400000US48141010326,48141010326,48,141,010326,4537,0
TX,1400000US48141010327,48141010327,48,141,010327,3474,0
TX,1400000US48141010328,48141010328,48,141,010328,4183,0
TX,1400000US48141010329,48141010329,48,141,010329,5419,0
TX,1400000US48141010333,48141010333,48,141,010333,4850,0
TX,1400000US48141010334,48141010334,48,141,010334,3958,0
TX,1400000US48141010335,48141010335,48,141,010335,4080,0
TX,1400000US48141010336,48141010336,48,141,010336,6219,0
TX,1400000US48141010337,48141010337,48,141,010337,6502,0
TX,1400000US48141010338,48141010338,48,141,010338,7538,0
TX,1400000US48141010344,48141010344,48,141,010344,3123,0
TX,1400000US48141010346,48141010346,48,141,010346,5431,0
TX,1400000US48141010347,48141010347,48,141,010347,4135,0
TX,1400000US48141010348,48141010348,48,141,010348,4574,0
TX,1400000US48141010349,48141010349,48,141,010349,3438,0
TX,1400000US48141010350,48141010350,48,141,010350,4412,0
TX,1400000US48141010351,48141010351,48,141,010351,3222,0
TX,1400000US48141010352,48141010352,48,141,010352,5819,0
TX,1400000US48141010353,48141010353,48,141,010353,5166,0
TX,1400000US48141010354,48141010354,48,141,010354,6383,0
TX,1400000US48141010355,48141010355,48,141,010355,5156,0
TX,1400000US48141010356,48141010356,48,141,010356,3776,0
TX,1400000US48141010357,48141010357,48,141,010357,7994,440
TX,1400000US48141010358,48141010358,48,141,010358,10351,2587
TX,1400000US48141010359,48141010359,48,141,010359,2577,0
TX,1400000US48141010360,48141010360,48,141,010360,3802,0
TX,1400000US48141010361,48141010361,48,141,010361,3177,0
TX,1400000US48141010362,48141010362,48,141,010362,7823,0
TX,1400000US48141010363,48141010363,48,141,010363,5315,0
TX,1400000US48141010364,48141010364,48,141,010364,2707,0
TX,1400000US48141010365,48141010365,48,141,010365,4465,0
TX,1400000US48141010366,48141010366,48,141,010366,8263,0
TX,1400000US48141010367,48141010367,48,141,010367,10634,0
TX,1400000US48141010368,48141010368,48,141,010368,13644,0
TX,1400000US48141010369,48141010369,48,141,010369,14413,0
TX,1400000US48141010370,48141010370,48,141,010370,20548,0
TX,1400000US48141010371,48141010371,48,141,010371,6126,0
TX,1400000US48141010372,48141010372,48,141,010372,3266,0
TX,1400000US48141010401,48141010401,48,141,010401,6750,0
TX,1400000US48141010404,48141010404,48,141,010404,5191,0
TX,1400000US48141010406,48141010406,48,141,010406,3919,0
TX,1400000US48141010408,48141010408,48,141,010408,3824,0
TX,1400000US48141010409,48141010409,48,141,010409,5721,0
TX,1400000US48141010410,48141010410,48,141,010410,4335,0
TX,1400000US48141010411,48141010411,48,141,010411,3269,0
TX,1400000US48141010412,48141010412,48,141,010412,4817,0
TX,1400000US48141010413,48141010413,48,141,010413,1882,0
TX,1400000US48141010501,48141010501,48,141,010501,5814,0
TX,1400000US48141010502,48141010502,48,141,010502,2645,0
TX,1400000US48141010504,48141010504,48,141,010504,1619,1
TX,1400000US48141010505,48141010505,48,141,010505,3258,0
TX,1400000US48141010506,48141010506,48,141,010506,3732,0
TX,1400000US48141010601,48141010601,48,141,010601,825,0
TX,1400000US48141010602,48141010602,48,141,010602,4425,0
TX,1400000US48141980000,48141980000,48,141,980000,5,0
TX,1400000US48143950100,48143950100,48,143,950100,3694,0
TX,1400000US48143950201,48143950201,48,143,950201,3888,0
TX,1400000US48143950203,48143950203,48,143,950203,4348,0
TX,1400000US48143950204,48143950204,48,143,950204,2707,0
TX,1400000US48143950301,48143950301,48,143,950301,2329,0
TX,1400000US48143950302,48143950302,48,143,950302,3531,0
TX,1400000US48143950401,48143950401,48,143,950401,4605,0
TX,1400000US48143950402,48143950402,48,143,950402,4157,0
TX,1400000US48143950501,48143950501,48,143,950501,3557,0
TX,1400000US48143950502,48143950502,48,143,950502,4135,0
TX,1400000US48143950600,48143950600,48,143,950600,3666,58
TX,1400000US48143950700,48143950700,48,143,950700,1928,0
TX,1400000US48145000200,48145000200,48,145,000200,2968,0
TX,1400000US48145000300,48145000300,48,145,000300,3551,0
TX,1400000US48145000400,48145000400,48,145,000400,1772,562
TX,1400000US48145000500,48145000500,48,145,000500,2048,0
TX,1400000US48145000700,48145000700,48,145,000700,2559,0
TX,1400000US48145000800,48145000800,48,145,000800,4070,1397
TX,1400000US48147950100,48147950100,48,147,950100,2988,0
TX,1400000US48147950300,48147950300,48,147,950300,3142,0
TX,1400000US48147950401,48147950401,48,147,950401,4988,2458
TX,1400000US48147950402,48147950402,48,147,950402,6240,0
TX,1400000US48147950500,48147950500,48,147,950500,2574,0
TX,1400000US48147950600,48147950600,48,147,950600,2515,75
TX,1400000US48147950701,48147950701,48,147,950701,4649,0
TX,1400000US48147950702,48147950702,48,147,950702,4119,0
TX,1400000US48147950800,48147950800,48,147,950800,4447,0
TX,1400000US48149970100,48149970100,48,149,970100,2007,0
TX,1400000US48149970200,48149970200,48,149,970200,2478,0
TX,1400000US48149970301,48149970301,48,149,970301,1062,0
TX,1400000US48149970302,48149970302,48,149,970302,4581,12
TX,1400000US48149970400,48149970400,48,149,970400,3665,0
TX,1400000US48149970500,48149970500,48,149,970500,3930,0
TX,1400000US48149970601,48149970601,48,149,970601,903,0
TX,1400000US48149970602,48149970602,48,149,970602,3904,0
TX,1400000US48149970700,48149970700,48,149,970700,1905,0
TX,1400000US48151950300,48151950300,48,151,950300,1721,0
TX,1400000US48151950400,48151950400,48,151,950400,1951,0
TX,1400000US48153950500,48153950500,48,153,950500,2106,0
TX,1400000US48153950600,48153950600,48,153,950600,3296,0
TX,1400000US48155950100,48155950100,48,155,950100,1095,0
TX,1400000US48157670101,48157670101,48,157,670101,6587,0
TX,1400000US48157670102,48157670102,48,157,670102,3552,0
TX,1400000US48157670201,48157670201,48,157,670201,1662,0
TX,1400000US48157670202,48157670202,48,157,670202,6295,0
TX,1400000US48157670300,48157670300,48,157,670300,3825,0
TX,1400000US48157670400,48157670400,48,157,670400,4986,0
TX,1400000US48157670500,48157670500,48,157,670500,4940,0
TX,1400000US48157670602,48157670602,48,157,670602,1949,0
TX,1400000US48157670603,48157670603,48,157,670603,4865,0
TX,1400000US48157670604,48157670604,48,157,670604,4223,0
TX,1400000US48157670700,48157670700,48,157,670700,8401,0
TX,1400000US48157670801,48157670801,48,157,670801,3589,0
TX,1400000US48157670802,48157670802,48,157,670802,4856,0
TX,1400000US48157670803,48157670803,48,157,670803,3960,0
TX,1400000US48157670804,48157670804,48,157,670804,3992,0
TX,1400000US48157670902,48157670902,48,157,670902,9000,0
