ELECTION DATE-NAME,OFFICE NAME,CANDIDATE NAME,COUNTY NAME,TOTAL VOTES PER OFFICE PER COUNTY
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 52,LUCIO VALDEZ,WILLIAMSON,"47,611"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,JOE P. HERRERA,BANDERA,"2,251"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,ANDREW S. MURR,BANDERA,"10,012"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,JOE P. HERRERA,CROCKETT,335
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,ANDREW S. MURR,CROCKETT,"1,141"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,JOE P. HERRERA,EDWARDS,147
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,ANDREW S. MURR,EDWARDS,833
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,JOE P. HERRERA,KERR,"5,778"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,ANDREW S. MURR,KERR,"21,203"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,JOE P. HERRERA,KIMBLE,173
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,ANDREW S. MURR,KIMBLE,"2,052"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,JOE P. HERRERA,LLANO,"2,209"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,ANDREW S. MURR,LLANO,"10,019"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,JOE P. HERRERA,MASON,390
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,ANDREW S. MURR,MASON,"2,035"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,JOE P. HERRERA,MEDINA,"6,436"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,ANDREW S. MURR,MEDINA,"15,284"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,JOE P. HERRERA,MENARD,174
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,ANDREW S. MURR,MENARD,813
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,JOE P. HERRERA,REAL,284
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,ANDREW S. MURR,REAL,"1,624"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,JOE P. HERRERA,SCHLEICHER,203
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,ANDREW S. MURR,SCHLEICHER,909
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,JOE P. HERRERA,SUTTON,333
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 53,ANDREW S. MURR,SUTTON,"1,202"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 54,BRAD BUCKLEY,BELL,"30,455"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 54,"LIKEITHIA ""KEKE"" WILLIAMS",BELL,"32,040"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 54,BRAD BUCKLEY,LAMPASAS,"8,398"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 54,"LIKEITHIA ""KEKE"" WILLIAMS",LAMPASAS,"1,878"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 55,HUGH D. SHINE,BELL,"54,733"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 56,CHARLES &QUOT;DOC&QUOT; ANDERSON,MCLENNAN,"49,030"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 56,KATHERINE TURNER-PEARSON,MCLENNAN,"23,833"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 57,TRENT ASHBY,ANGELINA,"26,383"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 57,JASON ROGERS,ANGELINA,"7,902"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 57,TRENT ASHBY,HOUSTON,"7,244"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 57,JASON ROGERS,HOUSTON,"2,063"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 57,TRENT ASHBY,LEON,"7,559"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 57,JASON ROGERS,LEON,955
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 57,TRENT ASHBY,MADISON,"4,197"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 57,JASON ROGERS,MADISON,"1,008"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 57,TRENT ASHBY,SAN AUGUSTINE,"2,963"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 57,JASON ROGERS,SAN AUGUSTINE,877
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 57,TRENT ASHBY,TRINITY,"5,584"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 57,JASON ROGERS,TRINITY,"1,141"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 58,DEWAYNE BURNS,BOSQUE,"7,455"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 58,CINDY ROCHA,BOSQUE,"1,435"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 58,DEWAYNE BURNS,JOHNSON,"54,721"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 58,CINDY ROCHA,JOHNSON,"15,054"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 59,SHELBY SLAWSON,COMANCHE,"5,236"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 59,SHELBY SLAWSON,CORYELL,"18,112"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 59,SHELBY SLAWSON,ERATH,"14,845"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 59,SHELBY SLAWSON,HAMILTON,"3,654"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 59,SHELBY SLAWSON,MCCULLOCH,"2,969"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 59,SHELBY SLAWSON,MILLS,"2,173"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 59,SHELBY SLAWSON,SAN SABA,"2,309"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 59,SHELBY SLAWSON,SOMERVELL,"4,527"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 60,GLENN ROGERS,BROWN,"14,293"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 60,GLENN ROGERS,CALLAHAN,"6,193"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 60,GLENN ROGERS,COLEMAN,"3,780"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 60,GLENN ROGERS,EASTLAND,"7,195"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 60,GLENN ROGERS,HOOD,"28,026"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 60,GLENN ROGERS,PALO PINTO,"10,883"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 60,GLENN ROGERS,SHACKELFORD,"1,480"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 60,GLENN ROGERS,STEPHENS,"3,420"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 61,CHRISTOPHER COX,PARKER,"10,730"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 61,PHIL KING,PARKER,"61,245"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 61,J. K. STEPHENSON,PARKER,"2,233"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 61,CHRISTOPHER COX,WISE,"4,210"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 61,PHIL KING,WISE,"26,281"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 61,J. K. STEPHENSON,WISE,816
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 62,REGGIE SMITH,DELTA,"2,091"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 62,GARY D. THOMAS,DELTA,375
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 62,REGGIE SMITH,FANNIN,"11,934"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 62,GARY D. THOMAS,FANNIN,"2,399"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 62,REGGIE SMITH,GRAYSON,"44,995"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 62,GARY D. THOMAS,GRAYSON,"13,300"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 63,TAN PARKER,DENTON,"73,297"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 63,LESLIE PEELER,DENTON,"35,426"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 64,ANGELA BREWER,DENTON,"39,504"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 64,LYNN STUCKY,DENTON,"48,188"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 65,MICHELLE BECKLEY,DENTON,"40,529"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 65,KRONDA THIMESCH,DENTON,"38,156"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 66,SHARON HIRSCH,COLLIN,"41,879"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 66,SHAWN JONES,COLLIN,"1,600"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 66,MATT SHAHEEN,COLLIN,"42,728"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 67,JEFF LEACH,COLLIN,"49,113"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 67,LORENZO SANCHEZ,COLLIN,"45,867"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,CHILDRESS,279
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,CHILDRESS,"1,973"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,COLLINGSWORTH,131
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,COLLINGSWORTH,"1,037"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,COOKE,"3,140"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,COOKE,"15,576"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,COTTLE,113
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,COTTLE,547
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,CROSBY,486
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,CROSBY,"1,360"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,DICKENS,131
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,DICKENS,823
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,FISHER,347
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,FISHER,"1,434"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,FLOYD,388
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,FLOYD,"1,557"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,GARZA,216
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,GARZA,"1,369"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,HALL,161
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,HALL,939
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,HARDEMAN,210
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,HARDEMAN,"1,309"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,HASKELL,344
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,HASKELL,"1,802"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,JACK,298
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,JACK,"3,366"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,KENT,45
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,KENT,391
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,KING,4
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,KING,150
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,MONTAGUE,"1,075"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,MONTAGUE,"8,591"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,MOTLEY,39
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,MOTLEY,594
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,STONEWALL,114
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,STONEWALL,572
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,THROCKMORTON,77
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,THROCKMORTON,759
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,WHEELER,164
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,WHEELER,"2,085"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,WILBARGER,892
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,WILBARGER,"3,429"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,PATSY LEDBETTER,YOUNG,976
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 68,DREW SPRINGER,YOUNG,"6,993"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 69,JAMES B. FRANK,ARCHER,"4,368"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 69,JAMES B. FRANK,BAYLOR,"1,594"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 69,JAMES B. FRANK,CLAY,"5,405"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 69,JAMES B. FRANK,FOARD,417
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 69,JAMES B. FRANK,KNOX,"1,203"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 69,JAMES B. FRANK,WICHITA,"36,744"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 70,ANGIE BADO,COLLIN,"47,343"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 70,SCOTT SANFORD,COLLIN,"76,754"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 71,SAMUEL HATTON,JONES,894
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 71,STAN LAMBERT,JONES,"5,676"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 71,SAMUEL HATTON,NOLAN,"1,031"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 71,STAN LAMBERT,NOLAN,"4,175"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 71,SAMUEL HATTON,TAYLOR,"11,858"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 71,STAN LAMBERT,TAYLOR,"41,525"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 72,DREW DARBY,COKE,"1,617"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 72,DREW DARBY,CONCHO,"1,105"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 72,DREW DARBY,GLASSCOCK,608
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 72,DREW DARBY,HOWARD,"8,541"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 72,DREW DARBY,IRION,788
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 72,DREW DARBY,REAGAN,979
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 72,DREW DARBY,RUNNELS,"3,964"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 72,DREW DARBY,STERLING,581
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 72,DREW DARBY,TOM GREEN,"36,715"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 73,KYLE BIEDERMANN,COMAL,"63,312"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 73,STEPHANIE PHILLIPS,COMAL,"22,968"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 73,KYLE BIEDERMANN,GILLESPIE,"11,549"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 73,STEPHANIE PHILLIPS,GILLESPIE,"3,657"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 73,KYLE BIEDERMANN,KENDALL,"20,524"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 73,STEPHANIE PHILLIPS,KENDALL,"5,466"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,RUBEN FALCON,BREWSTER,"2,418"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,EDDIE MORALES,BREWSTER,"2,282"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,RUBEN FALCON,CULBERSON,335
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,EDDIE MORALES,CULBERSON,421
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,RUBEN FALCON,HUDSPETH,657
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,EDDIE MORALES,HUDSPETH,416
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,RUBEN FALCON,JEFF DAVIS,759
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,EDDIE MORALES,JEFF DAVIS,491
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,RUBEN FALCON,KINNEY,"1,009"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,EDDIE MORALES,KINNEY,479
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,RUBEN FALCON,LOVING,56
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,EDDIE MORALES,LOVING,5
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,RUBEN FALCON,MAVERICK,"3,841"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,EDDIE MORALES,MAVERICK,"11,001"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,RUBEN FALCON,PECOS,"3,149"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,EDDIE MORALES,PECOS,"1,417"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,RUBEN FALCON,PRESIDIO,585
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,EDDIE MORALES,PRESIDIO,890
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,STATE REPRESENTATIVE DISTRICT 74,RUBEN FALCON,REEVES,"1,818"
